topic,term,beta
5,proces,2.7280506505947396e-4
6,proces,2.870914033844363e-4
7,proces,7.335597581735084e-5
8,proces,4.7098343884223606e-4
1,projekt,1.9838289406070068e-4
2,projekt,3.3325352559161536e-9
3,projekt,4.0396100157357617e-4
4,projekt,1.7187585897956898e-6
5,projekt,0.003472560940947542
6,projekt,8.502341263906144e-4
7,projekt,3.500953353759402e-4
8,projekt,0.0015121939305988016
1,risikere,5.835469598520503e-4
2,risikere,4.897271244011656e-4
3,risikere,3.197781153551088e-4
4,risikere,8.234530963288974e-4
5,risikere,9.020599327160668e-4
6,risikere,6.253665245045329e-4
7,risikere,7.091892494056906e-4
8,risikere,5.769073333238026e-6
1,rød,3.4822207587315726e-6
2,rød,0.00024881305441278023
3,rød,5.452536534105398e-4
4,rød,0.0021279298226382615
5,rød,0.0023320023450870303
6,rød,1.152651995267954e-5
7,rød,6.194100676903561e-4
8,rød,6.810908755662137e-4
1,særlig,0.002277272065836072
2,særlig,3.518263380481256e-10
3,særlig,0.002130383516230521
4,særlig,2.9039871504920407e-4
5,særlig,7.820366758968189e-4
6,særlig,9.457783424139242e-4
7,særlig,0.0013749734469324843
8,særlig,0.0014629453089565648
1,sidde,4.313784602856958e-4
2,sidde,6.951227844721733e-4
3,sidde,0.003913039975583839
4,sidde,0.0010764939176357944
5,sidde,0.001088325174106326
6,sidde,8.361797377157266e-4
7,sidde,0.0012287222141809143
8,sidde,0.0021507881896217647
1,sidste,0.0033940967711618185
2,sidste,0.009170698590358486
3,sidste,0.0021352984399883655
4,sidste,0.003445442007630982
5,sidste,0.0022848133253717535
6,sidste,0.0021359588755884224
7,sidste,0.0011521481659820954
8,sidste,0.004485457772030295
1,sjov,8.126301812309958e-5
2,sjov,4.81988599928503e-4
3,sjov,4.645990106062933e-4
4,sjov,3.433540024136905e-4
5,sjov,2.090000710380425e-4
6,sjov,2.7084480312787106e-5
7,sjov,1.4863524755832544e-4
8,sjov,5.81612391324874e-4
1,skifte,7.843856554628415e-4
2,skifte,0.005067481803842177
3,skifte,9.62061327444068e-4
4,skifte,0.0011034965958919803
5,skifte,4.729373810014951e-5
6,skifte,1.1815119219652221e-4
7,skifte,8.119763524404287e-4
8,skifte,4.692599663095467e-4
1,smide,3.962295090957769e-6
2,smide,0.0011153375855872615
3,smide,2.3670904097376408e-4
4,smide,4.8165760722741925e-4
5,smide,7.08120837286701e-5
6,smide,7.20097776060589e-4
7,smide,3.9451707252797293e-4
8,smide,4.7214995622608084e-4
1,Sørensen,5.373296965227062e-4
2,Sørensen,5.501586111803213e-4
3,Sørensen,1.4826618360446806e-8
4,Sørensen,4.525961499702293e-12
5,Sørensen,8.101548435682286e-4
6,Sørensen,5.1185383020804904e-5
7,Sørensen,4.669341136576942e-4
8,Sørensen,0.0013166138138688396
1,spille,0.0014858565841160316
2,spille,0.01266217815338255
3,spille,0.0030459190385411245
4,spille,7.972290767495622e-4
5,spille,5.515763572051083e-4
6,spille,4.0941901722076014e-4
7,spille,4.4697582942923765e-4
8,spille,8.737788386554778e-4
1,sport,3.8897643943954147e-7
2,sport,0.0022247941755846644
3,sport,1.8033885504044163e-4
4,sport,7.012868678133372e-5
5,sport,1.488721638176573e-4
6,sport,0.0017680954808463715
7,sport,2.3340575315396268e-4
8,sport,1.1850110004449772e-4
1,stå,0.003921994817133281
2,stå,0.005488294908989257
3,stå,0.007212496663751378
4,stå,0.005707457334899909
5,stå,0.0053662053141613425
6,stå,0.005145835814549379
7,stå,0.005348300081817308
8,stå,0.005951268837013003
1,start,4.6346699314607346e-4
2,start,0.0022699556107251486
3,start,1.930722831528897e-5
4,start,2.4900755199736224e-4
5,start,2.3426235774623498e-4
6,start,5.390022537898835e-4
7,start,6.177344197173218e-4
8,start,1.0327201275756063e-4
1,stemme,1.4869422337809496e-4
2,stemme,1.198129118842221e-4
3,stemme,0.0016738055874960702
4,stemme,0.009636771446674118
5,stemme,0.0010688224749709715
6,stemme,2.6252815453602763e-4
7,stemme,1.3099620543294803e-4
8,stemme,8.808793190823611e-4
1,takke,6.62715321897454e-5
2,takke,5.793744110724705e-4
3,takke,6.114656627158067e-4
4,takke,1.2047401339075735e-4
5,takke,4.751556565027243e-4
6,takke,1.8813848478158916e-4
7,takke,3.5736463212240515e-5
8,takke,4.111907339869305e-4
1,tirsdag,1.4378181179486978e-8
2,tirsdag,0.001081004918508098
3,tirsdag,8.301402627692469e-4
4,tirsdag,6.527861644825884e-4
5,tirsdag,2.676205974701931e-10
6,tirsdag,3.8546302544805903e-4
7,tirsdag,3.413046448867099e-4
8,tirsdag,8.73019670888758e-4
1,Tyrkiet,7.705488311778021e-4
2,Tyrkiet,1.6697168231208812e-4
3,Tyrkiet,4.6927998509948434e-11
4,Tyrkiet,7.64367110714492e-6
5,Tyrkiet,1.1804679415318972e-12
6,Tyrkiet,1.3021909511164037e-4
7,Tyrkiet,4.382452593140868e-4
8,Tyrkiet,6.749376281780345e-4
1,udgøre,7.933949782649969e-4
2,udgøre,1.5509310108854956e-4
3,udgøre,1.844197067147396e-4
4,udgøre,4.916623866043941e-4
5,udgøre,7.586304091359769e-4
6,udgøre,0.001433432839495663
7,udgøre,6.0391179245092825e-6
8,udgøre,3.8123839644648984e-4
1,V,7.034495262394833e-4
2,V,0.0012483689523817396
3,V,6.6480393321581865e-06
4,V,1.7843606939474277e-7
5,V,8.60772474888234e-4
6,V,0.0010866300081235293
7,V,5.88914371308327e-4
8,V,3.6453205918445345e-6
1,vælge,0.0020315653543910355
2,vælge,0.0017059288795619222
3,vælge,0.001956055432092912
4,vælge,0.003799806451710361
5,vælge,0.0019493201870090554
6,vælge,0.0020830124863532064
7,vælge,0.0013304582159255095
8,vælge,5.12997992169399e-4
1,åben,7.370884865520451e-4
2,åben,0.0011411484008357197
3,åben,0.0010373537137175028
4,åben,0.001801797045375014
5,åben,1.470756280727361e-4
6,åben,0.0022821669580040684
7,åben,1.7176767292341864e-4
8,åben,4.832576143554661e-4
1,adgang,7.500150027893823e-4
2,adgang,1.5274347132435056e-4
3,adgang,2.1340305259605894e-4
4,adgang,9.069343019138037e-5
5,adgang,3.2718166739527794e-4
6,adgang,6.689923507947822e-4
7,adgang,0.0019826026650167036
8,adgang,2.5622861278505225e-4
1,aften,5.171080749850595e-6
2,aften,0.0033013277679591335
3,aften,0.0017618935444638207
4,aften,0.0018799148612538264
5,aften,1.911008644401512e-4
6,aften,3.46247167116426e-4
7,aften,0.0012377913021138153
8,aften,4.6730166133609623e-4
1,alternativ,0.0013435216414161818
2,alternativ,2.2916444052170067e-5
3,alternativ,4.6024121086233405e-6
4,alternativ,7.19755495078106e-4
5,alternativ,0.004252528953891047
6,alternativ,3.700621390931065e-4
7,alternativ,2.334811942846274e-5
8,alternativ,1.9291109977647967e-7
1,amp,7.74089496193023e-4
2,amp,6.579581302324988e-5
3,amp,9.011085615591631e-5
4,amp,2.210871458483348e-8
5,amp,0.0030568502822810057
6,amp,4.536920270000393e-7
7,amp,2.9408401978742798e-6
8,amp,3.180959359062975e-4
1,befolkning,0.002588105277844681
2,befolkning,1.8420871792565535e-15
3,befolkning,1.3430016952018824e-4
4,befolkning,0.0014335331547055085
5,befolkning,6.415857118306666e-4
6,befolkning,6.439564080043425e-4
7,befolkning,6.093061224683897e-4
8,befolkning,7.964866876897708e-4
1,begynde,0.0013324900833286198
2,begynde,8.16033540691667e-4
3,begynde,0.00292207795806335
4,begynde,0.0023537134104474077
5,begynde,7.086727344009199e-4
6,begynde,0.0019367065757273927
7,begynde,0.0015660119215276543
8,begynde,0.003228394946870642
1,behov,5.368272426475083e-4
2,behov,5.233264335683779e-12
3,behov,0.0018610700894079917
4,behov,1.6515125571910092e-6
5,behov,9.462291895210274e-4
6,behov,0.001083229187568456
7,behov,2.2938729066958332e-4
8,behov,7.07095103751023e-4
1,bl,7.709178919432876e-15
2,bl,3.093054150897462e-4
3,bl,6.175944287235843e-8
4,bl,9.681409600916706e-5
5,bl,4.530597659979251e-4
6,bl,0.003481281902932287
7,bl,1.9278226044384283e-4
8,bl,2.2940014364750936e-5
1,bruge,0.003079502482972
2,bruge,0.001393317893920551
3,bruge,0.0021411930702261955
4,bruge,0.0031476703082486458
5,bruge,0.006963444015151699
6,bruge,0.003939560656189125
7,bruge,0.002707771754530925
8,bruge,0.004160250889834504
1,butik,1.146425089827395e-8
2,butik,7.874768004097301e-13
3,butik,2.2237544915914239e-4
4,butik,2.576165798536274e-11
5,butik,6.9387479482725905e-9
6,butik,0.001584216941041306
7,butik,6.882923810978905e-4
8,butik,5.265223781165008e-7
1,cirka,0.0016377850595124892
2,cirka,5.120729319987683e-4
3,cirka,9.640572373913358e-4
4,cirka,1.0380557528549138e-5
5,cirka,1.2801649683184913e-4
6,cirka,0.0014834758992793462
7,cirka,1.6992617732114067e-4
8,cirka,1.4616085315537372e-6
1,dansker,0.006335613141699199
2,dansker,0.008777568831669118
3,dansker,2.996410183488871e-6
4,dansker,2.1449376415660312e-8
5,dansker,0.003319673029867048
6,dansker,0.0032829298257383978
7,dansker,8.067540314160049e-5
8,dansker,0.0011528550708084287
1,dengang,4.813878183492584e-4
2,dengang,5.488853520491479e-4
3,dengang,0.00123518387311855
4,dengang,3.243247250962586e-4
5,dengang,4.5864839607492576e-4
6,dengang,2.597044050104485e-4
7,dengang,3.804394474358393e-4
8,dengang,6.459266152567083e-4
1,direkte,3.4032986000050874e-4
2,direkte,3.691104046081646e-4
3,direkte,9.245059683958375e-4
4,direkte,5.302688323330876e-4
5,direkte,6.372427143373549e-4
6,direkte,3.601648538421437e-4
7,direkte,0.0010236684911090286
8,direkte,7.622505390621436e-4
1,direktør,6.534471097190419e-4
2,direktør,6.879691482894962e-4
3,direktør,5.316777953931465e-5
4,direktør,3.6810256508610235e-4
5,direktør,5.115322907600484e-4
6,direktør,0.0034823699615204535
7,direktør,0.0029802771475882558
8,direktør,7.940446819383194e-5
1,dyr,5.120507231270653e-4
2,dyr,6.684857898090664e-4
3,dyr,4.34171604216337e-4
4,dyr,7.035965026798539e-4
5,dyr,0.0013239416346983222
6,dyr,0.002772321412028618
7,dyr,7.502308241325307e-6
8,dyr,0.0014523291028594525
1,ekstra,4.1763306114556934e-4
2,ekstra,0.005436983685238733
3,ekstra,4.6277647232892817e-4
4,ekstra,2.0727429161401207e-4
5,ekstra,4.3730625871689057e-4
6,ekstra,0.0013480832728817401
7,ekstra,4.2037629746928095e-4
8,ekstra,9.075082841848486e-5
1,enhedsliste,3.593324750872837e-4
2,enhedsliste,3.4162794659023555e-23
3,enhedsliste,1.3994911397350763e-8
4,enhedsliste,1.9302362204453884e-15
5,enhedsliste,0.0018421479636693612
6,enhedsliste,1.9515324110198687e-5
7,enhedsliste,1.0736666364228647e-7
8,enhedsliste,1.0109442002853908e-6
1,fastholde,3.1930293629837335e-4
2,fastholde,7.128677789067042e-5
3,fastholde,3.5597596407017863e-4
4,fastholde,3.011914870985589e-4
5,fastholde,6.217529372434188e-4
6,fastholde,5.811816039162087e-4
7,fastholde,4.015985563591207e-4
8,fastholde,1.3685824288020356e-5
1,finanslov,1.2343281434717092e-4
2,finanslov,3.446869207136946e-36
3,finanslov,6.176886156742201e-11
4,finanslov,1.6064319484474955e-13
5,finanslov,0.002553927254623069
6,finanslov,0.0011783335812567172
7,finanslov,6.034632398037805e-6
8,finanslov,5.765379343999665e-7
1,flertal,5.549944835132621e-4
2,flertal,1.849254753929914e-10
3,flertal,1.353789284832442e-4
4,flertal,0.0014061047702951586
5,flertal,0.0027686697422059712
6,flertal,4.7876865483236587e-4
7,flertal,1.1294389083318294e-4
8,flertal,3.140598608627798e-4
1,folk,0.001864306665153619
2,folk,3.636961012277407e-4
3,folk,0.00265847243897058
4,folk,0.004188148109139547
5,folk,0.0038664513440822097
6,folk,8.107532880478158e-4
7,folk,0.00231724243679645
8,folk,0.005971108448331908
1,forbindelse,0.0017847021886116074
2,forbindelse,7.949648664193591e-4
3,forbindelse,2.797306151214162e-4
4,forbindelse,5.733316749160362e-4
5,forbindelse,3.094549314944213e-4
6,forbindelse,4.291454249377187e-4
7,forbindelse,0.0026987034951492486
8,forbindelse,8.387910037140274e-4
1,forestille,1.0405877143104728e-5
2,forestille,2.2727655895696345e-4
3,forestille,5.348257640074158e-4
4,forestille,4.888188000887857e-4
5,forestille,3.819356130949653e-4
6,forestille,4.018678078429211e-4
7,forestille,4.137434478934035e-4
8,forestille,0.0012018058274343665
1,foretage,0.001489581809546617
2,foretage,6.132550085928514e-6
3,foretage,2.3843324719322135e-4
4,foretage,3.2212664585231764e-4
5,foretage,1.9601296532241406e-4
6,foretage,0.001485535117447208
7,foretage,0.0013367361777504526
8,foretage,1.181772922904121e-4
1,forskel,0.0026258811650929047
2,forskel,6.433499316559533e-15
3,forskel,9.512189152537475e-5
4,forskel,0.0012073675601656638
5,forskel,8.508631119416859e-4
6,forskel,0.001104585348976717
7,forskel,8.047596980316955e-5
8,forskel,4.358159120697742e-4
1,forvente,0.0016820962751390364
2,forvente,0.0012521469272228506
3,forvente,1.660344443004914e-4
4,forvente,9.430062405271735e-4
5,forvente,3.3746371252454027e-4
6,forvente,0.0015911933311199852
7,forvente,7.350471501908278e-4
8,forvente,6.486818041421494e-4
1,fri,3.3500926978833137e-4
2,fri,0.0012003527734169661
3,fri,6.641998313062402e-4
4,fri,5.118911380188201e-4
5,fri,6.483228944376755e-4
6,fri,0.0011430189715023696
7,fri,0.0010139519611994572
8,fri,0.001116727689296231
1,generelt,0.0015748026583011746
2,generelt,1.623684967060979e-4
3,generelt,1.6888059717329844e-4
4,generelt,6.164667794206736e-8
5,generelt,3.8572137339586946e-4
6,generelt,4.97108215913103e-4
7,generelt,7.499559919379052e-6
8,generelt,7.785625572355829e-4
1,gribe,3.306446334402627e-5
2,gribe,2.6759145058753275e-4
3,gribe,6.234065327928439e-4
4,gribe,4.508979820501651e-6
5,gribe,3.739548587590852e-4
6,gribe,3.345339823878403e-4
7,gribe,6.434848037655518e-4
8,gribe,7.657281463704451e-4
1,hæve,7.019941648976096e-5
2,hæve,3.061728203370297e-4
3,hæve,1.740889711663045e-4
4,hæve,3.8018130039306513e-4
5,hæve,5.033836418339104e-4
6,hæve,0.0010010050836521405
7,hæve,2.4061957533195837e-4
8,hæve,1.0569388503399274e-4
1,Hansen,9.844117041436097e-4
2,Hansen,0.0013187393315305651
3,Hansen,2.085087928613706e-6
4,Hansen,3.8736353196785117e-4
5,Hansen,3.9860770067531e-4
6,Hansen,4.279315365183432e-4
7,Hansen,9.784415693280008e-4
8,Hansen,3.3236444850661345e-05
1,hård,1.0063124015805714e-4
2,hård,0.001181821914553673
3,hård,9.732764351152974e-4
4,hård,7.943563462495093e-4
5,hård,0.0011883968380892098
6,hård,0.0010392133213892201
7,hård,0.0014166229501339576
8,hård,8.737382894835257e-4
1,hedde,3.799148548335639e-4
2,hedde,5.412336291512259e-4
3,hedde,0.0011418416617907977
4,hedde,8.557253917614305e-4
5,hedde,2.184837696166063e-4
6,hedde,4.4152829066965106e-4
7,hedde,4.5901545163285265e-4
8,hedde,0.0013744049671309774
1,hjem,5.154801462919675e-4
2,hjem,4.3097798414599525e-4
3,hjem,0.006764257825148423
4,hjem,5.420727218321278e-4
5,hjem,7.716053495680551e-5
6,hjem,3.1180716434190813e-4
7,hjem,0.0012251180691599986
8,hjem,3.2398157818031226e-4
1,idé,8.317214642330973e-4
2,idé,2.0158674498849277e-14
3,idé,6.970679723662876e-4
4,idé,5.767331873889686e-4
5,idé,9.386798924455117e-4
6,idé,8.254142262354012e-4
7,idé,1.7990718978958761e-6
8,idé,4.3062813516865883e-4
1,Jan,3.810260848220323e-5
2,Jan,0.0019751557551286234
3,Jan,0.001023558824735529
4,Jan,2.5300638327721316e-14
5,Jan,1.235441471204837e-5
6,Jan,4.2214693773662704e-4
7,Jan,8.41668411027635e-5
8,Jan,6.150511369858577e-9
1,kampagne,6.450619749652074e-4
2,kampagne,1.6445877015421753e-17
3,kampagne,6.309052695109169e-8
4,kampagne,0.0023684141787726595
5,kampagne,1.5049682215113777e-4
6,kampagne,3.71845112904819e-5
7,kampagne,6.030619144001723e-12
8,kampagne,7.373316930900257e-10
1,konflikt,3.042212653385957e-4
2,konflikt,7.876793830749083e-5
3,konflikt,5.640572318346951e-4
4,konflikt,0.0019399691722215286
5,konflikt,4.239833973072515e-4
6,konflikt,1.2091256860995293e-4
7,konflikt,0.001830648358897894
8,konflikt,1.3137641747671346e-5
1,kræve,1.7251385278913245e-4
2,kræve,7.693198745977562e-4
3,kræve,7.770819284517533e-4
4,kræve,0.0012196489045366448
5,kræve,0.00334813443447291
6,kræve,0.001883566415263753
7,kræve,0.0020691539059384425
8,kræve,2.8235167317726975e-4
1,ligne,6.285601350492505e-4
2,ligne,9.807605819174617e-4
3,ligne,0.0014667156766069236
4,ligne,0.00148962701631459
5,ligne,4.5081022006415185e-4
6,ligne,3.7542280715272615e-4
7,ligne,0.0015549188491771108
8,ligne,0.0012108751315173675
1,løse,1.9456260626863486e-4
2,løse,1.5293526341073554e-4
3,løse,5.361716145591779e-4
4,løse,8.287538429032047e-4
5,løse,0.0013771630058610042
6,løse,0.0011202605806992737
7,løse,4.373803292457517e-5
8,løse,4.1436413841276825e-4
1,love,2.6405166848267862e-8
2,love,9.162496183443914e-6
3,love,1.6427689599195456e-5
4,love,0.001324326308665378
5,love,0.0010519122111649147
6,love,0.0010125234803658358
7,love,4.0852449077127156e-4
8,love,5.96880782356814e-4
1,Mads,0.0016070808668239805
2,Mads,7.951307729198324e-4
3,Mads,7.472330921743609e-5
4,Mads,1.9093416436701102e-8
5,Mads,5.960179164863349e-4
6,Mads,6.93954137056069e-7
7,Mads,4.6937858376029326e-4
8,Mads,2.4642309244187025e-4
1,middel,3.370506791729228e-5
2,middel,1.4886161575218517e-21
3,middel,3.2963633328794386e-4
4,middel,3.43548793335545e-4
5,middel,7.164043527813337e-4
6,middel,0.0010152379509102635
7,middel,7.469495130698794e-4
8,middel,1.1651079078556964e-4
1,modstander,2.1172178662305763e-4
2,modstander,0.0014310560155472276
3,modstander,7.854318721277132e-5
4,modstander,8.74431527217836e-4
5,modstander,3.489508232324363e-4
6,modstander,6.135132055532159e-8
7,modstander,9.0258612102027e-9
8,modstander,1.2007252325597407e-4
1,modtage,0.001755291729096962
2,modtage,3.192718771949786e-4
3,modtage,4.322973944908788e-4
4,modtage,4.916177324796662e-6
5,modtage,3.433740957441633e-4
6,modtage,9.626423105437444e-4
7,modtage,0.0023263672048119332
8,modtage,0.0013092853076955475
1,nylig,2.5985320162888746e-4
2,nylig,5.355966947618837e-6
3,nylig,4.4670350098889845e-5
4,nylig,6.38101198539401e-4
5,nylig,2.3770924505378828e-4
6,nylig,2.7569062542555465e-4
7,nylig,3.621424913348651e-4
8,nylig,7.409976028332602e-4
1,offentlig,0.0011860910763569622
2,offentlig,1.2326901024302194e-4
3,offentlig,6.058251906394e-4
4,offentlig,4.732560744009732e-4
5,offentlig,0.0033438521119263827
6,offentlig,5.553478496304385e-4
7,offentlig,0.0012405969905196308
8,offentlig,5.706716880949914e-4
1,øge,4.266850499752568e-4
2,øge,5.973571987207051e-8
3,øge,2.7832404897038627e-4
4,øge,6.85341254950285e-4
5,øge,0.0012586518410944453
6,øge,0.003491514801200545
7,øge,8.358119470670722e-4
8,øge,4.09137420126589e-4
1,opgør,1.8762659863584037e-4
2,opgør,9.080121413804022e-4
3,opgør,4.338008827451733e-5
4,opgør,7.549639048591136e-4
5,opgør,8.770341855715704e-4
6,opgør,5.871016162628689e-4
7,opgør,1.41946472218966e-4
8,opgør,1.8201590356288965e-4
1,opleve,0.0031482194342549483
2,opleve,6.00282696218305e-4
3,opleve,0.0022632702795366035
4,opleve,2.931086124180591e-4
5,opleve,0.0010892503987686595
6,opleve,0.0012106179668958928
7,opleve,0.0016836478320470438
8,opleve,0.0017308204611029977
1,påpege,8.954625567582758e-4
2,påpege,2.575417296846959e-4
3,påpege,1.1538036267484829e-4
4,påpege,5.443521355650279e-4
5,påpege,3.3876433369692954e-4
6,påpege,3.3520922056086026e-4
7,påpege,4.1666606241063547e-4
8,påpege,7.704539069427187e-4
1,politik,2.6539763528981534e-4
2,politik,8.893507694679644e-5
3,politik,4.480029269096874e-4
4,politik,0.0034157582500658114
5,politik,0.005307309780303131
6,politik,1.728625435235661e-8
7,politik,4.611316723923801e-5
8,politik,4.6272900631693514e-4
1,politisk,0.003463284793617559
2,politisk,1.8062126751764138e-13
3,politisk,2.1358867841279194e-4
4,politisk,0.007162292324349832
5,politisk,0.010984773605434376
6,politisk,0.0014491951888151713
7,politisk,8.909123908894685e-4
8,politisk,0.003705267573137853
1,pres,5.591690177917074e-4
2,pres,7.710546983126566e-4
3,pres,2.4943871853506765e-4
4,pres,3.5661744270708816e-4
5,pres,0.0012425124244059402
6,pres,0.001362814020196597
7,pres,9.711550483999378e-4
8,pres,2.6782648925130996e-4
1,professor,0.004024236581676694
2,professor,7.687442151163968e-6
3,professor,3.364998920905794e-5
4,professor,7.131626551824245e-4
5,professor,0.0015175183322083331
6,professor,0.0025082093249515418
7,professor,8.075820066716206e-4
8,professor,5.202856772923391e-4
1,radikal,9.542427432449536e-5
2,radikal,1.633431277052474e-17
3,radikal,3.823076406527842e-5
4,radikal,0.0010983041535852721
5,radikal,0.004367643934624845
6,radikal,2.6992645623318363e-6
7,radikal,1.1434353886258335e-8
8,radikal,3.039811088881513e-5
1,regering,3.086610510314288e-5
2,regering,2.972861034868928e-5
3,regering,9.031675346487327e-4
4,regering,0.0036245740926887714
5,regering,0.013958446094776512
6,regering,0.0056624858743537275
7,regering,0.0034283517073209722
8,regering,7.576958431928429e-6
1,ryge,1.3671538514728066e-5
2,ryge,3.604751923514415e-4
3,ryge,4.935864307422563e-4
4,ryge,2.0250821267217306e-6
5,ryge,4.0309635518541014e-4
6,ryge,2.7819786662773397e-5
7,ryge,2.2958618076605614e-4
8,ryge,6.383328235263754e-4
1,samle,9.646147435728758e-4
2,samle,0.0014414303201989343
3,samle,0.001078546009819121
4,samle,9.134342107509103e-4
5,samle,0.001919811130590821
6,samle,0.002765775940846248
7,samle,5.901454731326131e-4
8,samle,0.0017694806563300011
1,sammenligne,8.518100881955658e-4
2,sammenligne,2.3112882523479327e-4
3,sammenligne,4.6298203908934615e-5
4,sammenligne,2.1849704132499928e-4
5,sammenligne,5.749761803137706e-5
6,sammenligne,5.536645368526619e-4
7,sammenligne,3.7139100239642377e-4
8,sammenligne,1.7243263067489846e-4
1,samtidig,0.002905856366227173
2,samtidig,8.465306116399941e-4
3,samtidig,0.0019418637975899993
4,samtidig,0.0015453957756667693
5,samtidig,0.0012359260861400357
6,samtidig,0.002046341035333707
7,samtidig,0.001302111061633079
8,samtidig,0.0025155714409428056
1,selskab,2.8499008245627417e-4
2,selskab,1.6431011411167606e-4
3,selskab,7.415269183429798e-4
4,selskab,3.3675460171118337e-6
5,selskab,0.002854991265799313
6,selskab,0.002453216626052553
7,selskab,0.0019060074055931016
8,selskab,3.6626897820077682e-6
1,selvfølgelig,9.337357758971577e-4
2,selvfølgelig,0.0014192594190201111
3,selvfølgelig,0.0012997049588887933
4,selvfølgelig,5.916754997603016e-4
5,selvfølgelig,7.039810296294769e-4
6,selvfølgelig,7.673997547914353e-4
7,selvfølgelig,7.659841411517905e-4
8,selvfølgelig,9.283476310576233e-4
1,SF,2.4553620397334595e-4
2,SF,7.61685015925707e-5
3,SF,7.812586435588742e-6
4,SF,3.239328932003938e-9
5,SF,0.001158350406604076
6,SF,8.524009195921892e-4
7,SF,1.1700886824758581e-4
8,SF,6.570633443648642e-5
1,Silkeborg,4.079918696313695e-9
2,Silkeborg,6.676698552299504e-4
3,Silkeborg,1.718861513811753e-4
4,Silkeborg,5.612592478595103e-14
5,Silkeborg,1.3748155320087678e-15
6,Silkeborg,0.0019086780835891627
7,Silkeborg,3.4431494456120656e-5
8,Silkeborg,3.929330208372456e-7
1,socialdemokrati,2.6656921996319054e-4
2,socialdemokrati,3.791556176767178e-15
3,socialdemokrati,1.0084085700100071e-8
4,socialdemokrati,7.296284971599155e-5
5,socialdemokrati,0.005224106946994358
6,socialdemokrati,2.38336036221741e-6
7,socialdemokrati,7.46778094532961e-11
8,socialdemokrati,4.792059200375005e-8
1,sted,0.002983266537675113
2,sted,0.0024034988209490136
3,sted,0.006015685760188369
4,sted,0.003377688895718819
5,sted,0.0020440370633579685
6,sted,0.003506151718160119
7,sted,0.004533241696146072
8,sted,0.006078059266068377
1,stoppe,4.364574559682142e-6
2,stoppe,0.00206639784291181
3,stoppe,5.82785427318899e-4
4,stoppe,2.1561171317566023e-4
5,stoppe,0.001229643435783231
6,stoppe,0.0013418128231136746
7,stoppe,1.6529042431617704e-4
8,stoppe,5.099554017406972e-4
1,svær,0.002416664767548729
2,svær,0.0016629301572160513
3,svær,0.0031015484689320303
4,svær,4.6117272459506666e-4
5,svær,0.002958783106066722
6,svær,6.865999996095488e-4
7,svær,5.1774579411291626e-5
8,svær,0.001781762911648049
1,tænketank,0.0010671742404181957
2,tænketank,3.771180438189679e-18
3,tænketank,3.0208426080742755e-9
4,tænketank,3.650236010304313e-4
5,tænketank,1.897067572275742e-4
6,tænketank,8.648713099499088e-4
7,tænketank,4.042717696031812e-9
8,tænketank,6.4428917843416054e-6
1,tak,9.952476637189272e-5
2,tak,5.702619053662976e-4
3,tak,4.386315451286336e-4
4,tak,1.7799069769629382e-6
5,tak,6.640793730554139e-4
6,tak,2.626566670684214e-4
7,tak,2.3025518992082547e-7
8,tak,1.5329505901569095e-4
1,tjene,4.720506225157136e-7
2,tjene,0.0012638653373720653
3,tjene,4.931277932352329e-4
4,tjene,2.797507921842406e-4
5,tjene,8.628187709742032e-4
6,tjene,0.001307461860977951
7,tjene,3.1172885313163467e-4
8,tjene,1.640892250885426e-4
1,tyde,3.7412116522860016e-4
2,tyde,4.245027712506387e-4
3,tyde,6.054035717562231e-5
4,tyde,5.456464908822765e-4
5,tyde,1.283498154666297e-4
6,tyde,2.7504808939762414e-4
7,tyde,3.0083873986334463e-4
8,tyde,3.8299302765116894e-4
1,Tyskland,0.00158544282900561
2,Tyskland,0.0011283653251812679
3,Tyskland,2.8605274663689653e-8
4,Tyskland,2.456864699820211e-4
5,Tyskland,6.918304796862787e-4
6,Tyskland,5.678380020436827e-4
7,Tyskland,1.5460949825492424e-4
8,Tyskland,0.001525360603746631
1,udvikle,4.778259782414326e-4
2,udvikle,2.5375741746451545e-4
3,udvikle,3.87820812005447e-4
4,udvikle,0.0011564891673134649
5,udvikle,9.715538295569097e-4
6,udvikle,7.305068563898394e-4
7,udvikle,4.8809352272889385e-4
8,udvikle,0.0013380990670936192
1,understrege,0.0017586482985250077
2,understrege,2.0306338120150788e-4
3,understrege,3.4077783360347624e-5
4,understrege,8.251911471065422e-4
5,understrege,6.376655116592143e-4
6,understrege,0.0014296991784614407
7,understrege,6.468370700752562e-4
8,understrege,6.917956105111441e-4
1,valg,7.52615234002855e-4
2,valg,4.0890601380244704e-4
3,valg,5.048088263743474e-4
4,valg,0.0073668944371254085
5,valg,0.002965688990209143
6,valg,1.0166359392445865e-4
7,valg,1.9158229011531604e-6
8,valg,4.8613633141214363e-4
1,venstre,1.2207726340308143e-6
2,venstre,5.507218575830598e-4
3,venstre,7.324855694324008e-4
4,venstre,1.3933344570119811e-5
5,venstre,0.008060000262132548
6,venstre,0.0011574499359007766
7,venstre,6.745717385856152e-7
8,venstre,4.5373233457439044e-5
1,vide,0.0017031291595589447
2,vide,0.0021237955632036234
3,vide,0.0045563721949514234
4,vide,0.0022179973382539715
5,vide,7.44485079547853e-4
6,vide,9.693130282728583e-4
7,vide,0.0024511853596888163
8,vide,0.0032290707049810728
